seed;npatches;max_simulation_time;simulation_time_change;n;skip;fecundity;df;dm;sf;sm;toptf;toptm;omegaf;omegam;ab_min;ab_max;amplitude;intercept;intercept_change;init_t;max_t_season;init_a;init_b;init_depth;mu_a;mu_b;mu_t;mu_depth;mu_depth_slope;temp_error_sd;unif_range_sdmu_t;sdmu;time;a;var_a;b;var_b;t;var_t;depth;var_depth;depth_slope;var_depth_slope;surviving_male_juvs;surviving_female_juvs;surviving_male_adults;surviving_female_adults;available_males;available_females;already_attempted_males;already_attempted_females;surviving_juv_sr;adult_sr;nf;nm;mean_environment;var_environment;surviving_male_juvs_998999;surviving_female_juvs_998999;surviving_male_juvs_999049;surviving_female_juvs_999049;file
3885567063;250;1000000;999000;10;40;10;0.5;0.5;0;0;0.5;0.8;0.05;0.05;-10;10;1;0;0.5;6;50;0;0;0;0.02;0.02;0.1;0.01;0.01;0.1;2;0.05;999100;0.672203;0.008421;-7.15344;0.00812265;4;0;0;0;0.704195;1.52101e-14;0.016;0;0;0;0;0;9.964;0.036;1;1;0;10;0.511779;0.00908428;19.74;17.976;1.78;0.012;./sim_seasonal_tsd_24_03_2026_113829_63
3650326578;250;1000000;999000;10;40;10;0.5;0.5;0;0;0.8;0.5;0.05;0.05;-10;10;1;0;0.5;6;50;0;0;0;0.02;0.02;0.1;0.01;0.01;0.1;2;0.05;1000000;0.686735;0.00220644;6.54239;0.00648146;3.9544;0.305121;0.106543;0.00158735;-0.0432209;0.00615813;0;0;0;0;0;0;0;0;0;0.3564;6.436;3.564;0.498334;0.00974784;18.484;17.036;0.176;11.984;./sim_seasonal_tsd_24_03_2026_113829_64
2260236572;250;1000000;999000;10;40;10;0.5;0.5;0;0;0.8;0.5;0.05;0.05;-10;10;1;0;0.25;6;50;0;0;0;0.02;0.02;0.1;0.01;0.01;0.1;2;0.05;1000000;0.663736;0.0052262;5.41977;0.0105087;5.9396;0.247952;0.141061;0.00331338;0.0434461;0.00217774;0;0;0;0;0;0;0;0;0;0.3476;6.524;3.476;0.244375;0.0105897;18.364;17.904;3.32;26.684;./sim_seasonal_tsd_24_03_2026_113829_46
2726948402;250;1000000;999000;10;40;10;0.5;0.5;0;0;0.5;0.8;0.05;0.05;-10;10;1;0;0.25;6;50;0;0;0;0.02;0.02;0.1;0.01;0;0.1;2;0.05;1000000;0.64251;0.00634384;-6.98603;0.0195293;3.8996;0.29672;0.00445889;0.00017921;0;0;0;0;0;0;0;0;0;0;0;0.3948;6.052;3.948;0.234364;0.00976349;17.748;26.728;40.196;5.324;./sim_seasonal_tsd_24_03_2026_113829_15
2387448792;250;1000000;999000;10;40;10;0.5;0.5;0;0;0.5;0.8;0.05;0.05;-10;10;1;0;0.5;6;50;0;0;0;0.02;0.02;0.1;0.01;0.01;0.1;2;0.05;999100;0.659894;0.00426047;-7.44233;0.014682;3.5596;0.523248;0.0208075;0.00048481;0.8185;0.00400533;0.028;0;0;0;0;0;9.936;0.064;1;1;0;10;0.497313;0.00849847;16.172;20.044;1.748;0.012;./sim_seasonal_tsd_24_03_2026_113829_75
1549543151;250;1000000;999000;10;40;10;0.5;0.5;0;0;0.5;0.8;0.05;0.05;-10;10;1;0;0.25;6;50;0;0;0;0.02;0.02;0.1;0.01;0.01;0.1;2;0.05;1000000;-1.79504;0.0586504;-0.0531323;0.0138739;3.8616;0.320045;0.0240939;0.00100534;0.108042;0.00374519;0;0;0;0;0;0;0;0;0;0.538;4.62;5.38;0.246078;0.0100535;17.516;18.32;18.836;5.076;./sim_seasonal_tsd_24_03_2026_113829_45
3654575109;250;1000000;999000;10;40;10;0.5;0.5;0;0;0.5;0.8;0.05;0.05;-10;10;1;0;0.5;6;50;0;0;0;0.02;0.02;0.1;0.01;0.01;0.1;2;0.05;999100;0.661157;0.00309249;-6.97746;0.00249397;2.3624;0.788666;0.0646887;0.00316817;0.754252;0.0153898;0.124;0;0;0;0;0;9.932;0.068;1;1;0;10;0.499939;0.0107063;19.9;19.316;1.672;0.012;./sim_seasonal_tsd_24_03_2026_113829_69
3558578526;250;1000000;999000;10;40;10;0.5;0.5;0;0;0.5;0.8;0.05;0.05;-10;10;1;0;0.25;6;50;0;0;0;0.02;0.02;0.1;0.01;0;0.1;2;0.05;1000000;0.63275;0.00587775;-3.92614;0.0478327;3.9212;0.350991;0.014017;0.000570547;0;0;0;0;0;0;0;0;0;0;0;0.4168;5.832;4.168;0.248038;0.0126308;17.548;25.196;33.836;7.592;./sim_seasonal_tsd_24_03_2026_113829_5
219597466;250;1000000;999000;10;40;10;0.5;0.5;0;0;0.5;0.8;0.05;0.05;-10;10;1;0;0.25;6;50;0;0;0;0.02;0.02;0.1;0.01;0.01;0.1;2;0.05;1000000;0.647329;0.00797148;-6.10373;0.01911;1.8928;0.302108;0.0106326;0.000450092;0.703961;0.00533831;0;0;0;0;0;0;0;0;0;0.4428;5.572;4.428;0.251261;0.0100799;17.884;19.248;20.536;1.588;./sim_seasonal_tsd_24_03_2026_113829_49
1878676394;250;1000000;999000;10;40;10;0.5;0.5;0;0;0.8;0.5;0.05;0.05;-10;10;1;0;0.5;6;50;0;0;0;0.02;0.02;0.1;0.01;0.01;0.1;2;0.05;1000000;0.704003;0.00295613;7.2733;0.0584644;5.9416;0.305389;0.151635;0.00321364;-0.145415;0.00123297;0;0;0;0;0;0;0;0;0;0.2288;7.712;2.288;0.497294;0.00887228;17.96;19.888;0.164;9.972;./sim_seasonal_tsd_24_03_2026_113829_70
2477461050;250;1000000;999000;10;40;10;0.5;0.5;0;0;0.8;0.5;0.05;0.05;-10;10;1;0;0.5;6;50;0;0;0;0.02;0.02;0.1;0.01;0.01;0.1;2;0.05;1000000;0.664395;0.00214016;6.78448;0.0365088;5.9432;0.256774;0.313264;0.00216302;-0.0469818;0.000794725;0;0;0;0;0;0;0;0;0;0.3488;6.512;3.488;0.506785;0.00929801;19.06;17.068;0.136;10.872;./sim_seasonal_tsd_24_03_2026_113829_76
3062900303;250;1000000;999000;10;40;10;0.5;0.5;0;0;0.8;0.5;0.05;0.05;-10;10;1;0;0.5;6;50;0;0;0;0.02;0.02;0.1;0.01;0.01;0.1;2;0.05;1000000;0.693707;0.0025147;5.91731;0.0395344;5.9084;0.301609;0.302142;0.00419993;-0.0125479;0.00338909;0;0;0;0;0;0;0;0;0;0.2852;7.148;2.852;0.496606;0.00965677;19.012;18.76;0.208;10.9;./sim_seasonal_tsd_24_03_2026_113829_78
2392507782;250;1000000;999000;10;40;10;0.5;0.5;0;0;0.5;0.8;0.05;0.05;-10;10;1;0;0.25;6;50;0;0;0;0.02;0.02;0.1;0.01;0;0.1;2;0.05;1000000;0.632789;0.00668746;-4.34441;0.0864775;3.9264;0.251383;0.00886871;0.000547801;0;0;0;0;0;0;0;0;0;0;0;0.4292;5.708;4.292;0.25013;0.0119284;16.844;23.616;34.42;7.084;./sim_seasonal_tsd_24_03_2026_113829_9
2100933713;250;1000000;999000;10;40;10;0.5;0.5;0;0;0.8;0.5;0.05;0.05;-10;10;1;0;0.25;6;50;0;0;0;0.02;0.02;0.1;0.01;0.01;0.1;2;0.05;1000000;0.693765;0.00438117;6.6553;0.0434033;5.9436;0.289219;0.098828;0.0028718;-0.0247091;0.00474414;0;0;0;0;0;0;0;0;0;0.3964;6.036;3.964;0.259423;0.0105297;18.044;16.848;2.936;28.364;./sim_seasonal_tsd_24_03_2026_113829_54
