seed;type;npatches;n;df;dm;sf;sm;toptf;toptm;omegaf;omegam;ab_min;ab_max;amplitude;intercept;intercept_change;simulation_time_change;interval_before_after_change;skip_output;init_t;max_t_season;init_a;init_b;mu_a;mu_b;mu_t;mu_tb;mu_time_threshold;mu_tmax;sdmu;temp_error_sd;cue_error;time;a;var_a;b;var_b;temp_a;var_temp_a;temp_b;var_temp_b;tmax;var_tmax;time_threshold;var_time_threshold;surviving_male_juvs;surviving_female_juvs;surviving_male_adults;surviving_female_adults;available_males;available_females;already_attempted_males;already_attempted_females;surviving_juv_sr;adult_sr;adult_surv_sr;nf;nm;mean_environment;var_environment;surviving_male_juvs_998999;surviving_female_juvs_998999;surviving_male_juvs_999049;surviving_female_juvs_999049;file
4278644648;sigmoidal;250;10;0.5;0.5;0;0;0.5;0.8;0.01;0.01;-10;10;1;0;0.152542;999000;2000;40;0;50;0;0;0.02;0.02;0.02;0.02;0;0.05;0.05;0;0;1000000;0.640166;0.0024814;-8.63041;0.0229315;0.637024;0.00163974;9.92708;0.00696855;0.963643;0.00184015;0;0;0;0;0;0;0;0;0;0;0;0.4828;0;5.172;4.828;0.152542;-2.32453e-16;17.792;22.344;25.48;22.428;./sim_seasonal_tsd_19_03_2026_171640_1397
2885486067;sigmoidal;250;10;0.5;0.5;0;0;0.8;0.5;0.01;0.01;-10;10;1;0;0.627119;999000;2000;40;0;50;0;0;0.02;0.02;0.02;0;0.1;0.05;0.05;0;0;999050;0.686154;0.000619658;9.33354;0.0433692;-0.183564;0.00554499;0;0;0.963408;0.000883674;5.1868;0.151906;0;0.02;0;0;0;0;5.12;4.88;0;0;0;10;0;0.627119;2.60902e-15;19.868;18.688;0.0;0.02;./sim_seasonal_tsd_19_03_2026_171640_754
3558910845;sigmoidal;250;10;0.5;0.5;0;0;0.8;0.5;0.01;0.01;-10;10;1;0;0.627119;999000;2000;40;0;50;0;0;0.02;0.02;0.02;0;0.1;0.05;0.05;0;0;999050;0.552572;0.000516672;7.27861;0.000505802;0.563151;0.0495398;0;0;0.969801;0.000986374;5.4804;0.249616;0;0.008;0;0;0;0;5.552;4.448;0;0;0;10;0;0.627119;2.60902e-15;21.144;17.876;0.0;0.008;./sim_seasonal_tsd_19_03_2026_171640_756
2127558483;sigmoidal;250;10;0.5;0.5;0;0;0.5;0.8;0.01;0.01;-10;10;1;0;0.627119;999000;2000;40;0;50;0;0;0.02;0.02;0.02;0;0.1;0.05;0.05;0;0;999050;0.653309;0.00391399;-7.92096;0.00741664;-0.844877;0.0186216;0;0;0.963986;0.00285766;5.8352;0.462441;0.024;0;0;0;0;0;4.572;5.428;1;1;0;0;10;0.627119;2.60902e-15;19.192;22.808;0.024;0.0;./sim_seasonal_tsd_19_03_2026_171640_759
1467780096;sigmoidal;250;10;0.5;0.5;0;0;0.5;0.8;0.01;0.01;-10;10;1;0;0.644068;999000;2000;40;0;50;0;0;0.02;0.02;0.02;0;0.1;0.05;0.05;0;0;999050;0.69037;0.00362146;-6.20016;0.0198751;1.19544;0.128147;0;0;0.958397;0.000854793;5.33;0.2211;0.012;0;0;0;0;0;4.404;5.596;1;1;0;0;10;0.644068;3.55271e-15;17.872;22.32;0.012;0.0;./sim_seasonal_tsd_19_03_2026_171640_761
1493813409;sigmoidal;250;10;0.5;0.5;0;0;0.5;0.8;0.01;0.01;-10;10;1;0;0.644068;999000;2000;40;0;50;0;0;0.02;0.02;0.02;0;0.1;0.05;0.05;0;0;999050;0.71917;0.00165946;-7.40262;0.00619768;1.78017;0.00140672;0;0;0.989698;0.000108534;6;0;0.008;0;0;0;0;0;4.136;5.864;1;1;0;0;10;0.644068;3.55271e-15;17.916;24.276;0.008;0.0;./sim_seasonal_tsd_19_03_2026_171640_765
1302729907;sigmoidal;250;10;0.5;0.5;0;0;0.8;0.5;0.01;0.01;-10;10;1;0;0.644068;999000;2000;40;0;50;0;0;0.02;0.02;0.02;0;0.1;0.05;0.05;0;0;999050;0.658729;4.74082e-05;7.31208;0.00868549;0.409296;0.0258154;0;0;0.935461;0.00258946;5.3244;0.219165;0;0.012;0;0;0;0;4.916;5.084;0;0;0;10;0;0.644068;3.55271e-15;19.22;19.948;0.0;0.012;./sim_seasonal_tsd_19_03_2026_171640_766
1273797709;sigmoidal;250;10;0.5;0.5;0;0;0.8;0.5;0.01;0.01;-10;10;1;0;0.644068;999000;2000;40;0;50;0;0;0.02;0.02;0.02;0;0.1;0.05;0.05;0;0;999050;0.61144;0.00193932;6.85844;0.0130206;-0.700032;0.0290397;0;0;0.951385;0.00244029;5;0;0;0.008;0;0;0;0;4.696;5.304;0;0;0;10;0;0.644068;3.55271e-15;17.16;20.008;0.0;0.008;./sim_seasonal_tsd_19_03_2026_171640_768
3195410548;sigmoidal;250;10;0.5;0.5;0;0;0.5;0.8;0.01;0.01;-10;10;1;0;0.644068;999000;2000;40;0;50;0;0;0.02;0.02;0.02;0;0.1;0.05;0.05;0;0;999050;0.615754;0.000207754;-6.94527;0.0188596;0.488906;0.00442932;0;0;0.950656;0.00273894;5.3276;0.220278;0.012;0;0;0;0;0;4.26;5.74;1;1;0;0;10;0.644068;3.55271e-15;17.076;23.372;0.012;0.0;./sim_seasonal_tsd_19_03_2026_171640_769
3545397426;sigmoidal;250;10;0.5;0.5;0;0;0.8;0.5;0.01;0.01;-10;10;1;0;0.644068;999000;2000;40;0;50;0;0;0.02;0.02;0.02;0;0.1;0.05;0.05;0;0;999050;0.526679;0.0536177;1.0446;0.0264239;-0.008466;0.0256007;0;0;0.975103;0.00205593;4.8004;0.55176;0;0.02;0;0;0;0;4.952;5.048;0;0;0;10;0;0.644068;3.55271e-15;17.204;17.512;0.0;0.02;./sim_seasonal_tsd_19_03_2026_171640_770
3974450519;sigmoidal;250;10;0.5;0.5;0;0;0.5;0.8;0.01;0.01;-10;10;1;0;0.644068;999000;2000;40;0;50;0;0;0.02;0.02;0.02;0;0.1;0.05;0.05;0;0;999050;0.644043;0.00303472;-6.07487;0.0216511;0.888617;0.0589674;0;0;0.967168;0.00194277;5.0024;0.284794;0.028;0;0;0;0;0;4.82;5.18;1;1;0;0;10;0.644068;3.55271e-15;19.14;21.084;0.028;0.0;./sim_seasonal_tsd_19_03_2026_171640_771
264880510;sigmoidal;250;10;0.5;0.5;0;0;0.8;0.5;0.01;0.01;-10;10;1;0;0.644068;999000;2000;40;0;50;0;0;0.02;0.02;0.02;0;0.1;0.05;0.05;0;0;999050;0.666829;0.00552694;7.48192;0.00747925;-0.75362;0.048531;0;0;0.939031;0.00188643;5;0;0;0.016;0;0;0;0;5.332;4.668;0;0;0;10;0;0.644068;3.55271e-15;20.924;17.508;0.0;0.016;./sim_seasonal_tsd_19_03_2026_171640_772
3799567769;sigmoidal;250;10;0.5;0.5;0;0;0.5;0.8;0.01;0.01;-10;10;1;0;0.644068;999000;2000;40;0;50;0;0;0.02;0.02;0.02;0;0.1;0.05;0.05;0;0;999050;0.681496;-5.49005e-14;-8.93134;-1.38272e-11;-0.825374;4.07452e-14;0;0;1;0;5;0;0.004;0;0;0;0;0;4.268;5.732;1;1;0;0;10;0.644068;3.55271e-15;18.312;24.856;0.004;0.0;./sim_seasonal_tsd_19_03_2026_171640_773
406821712;sigmoidal;250;10;0.5;0.5;0;0;0.5;0.8;0.01;0.01;-10;10;1;0;0.644068;999000;2000;40;0;50;0;0;0.02;0.02;0.02;0;0.1;0.05;0.05;0;0;999050;0.679422;0.00125231;-8.13441;0.0235738;-0.0420755;0.069442;0;0;0.928704;0.00409607;4.1748;0.285845;0.12;0;0;0;0;0;4.256;5.744;1;1;0;0;10;0.644068;3.55271e-15;18.636;24.472;0.12;0.0;./sim_seasonal_tsd_19_03_2026_171640_775
3142213990;sigmoidal;250;10;0.5;0.5;0;0;0.8;0.5;0.01;0.01;-10;10;1;0;0.644068;999000;2000;40;0;50;0;0;0.02;0.02;0.02;0;0.1;0.05;0.05;0;0;999050;0.668628;0.00196016;9.48479;0.0211058;-0.912054;0.0118743;0;0;0.971486;0.000428719;4.8636;0.401795;0;0.028;0;0;0;0;5.26;4.74;0;0;0;10;0;0.644068;3.55271e-15;18.328;18.452;0.0;0.028;./sim_seasonal_tsd_19_03_2026_171640_776
1640310527;sigmoidal;250;10;0.5;0.5;0;0;0.5;0.8;0.01;0.01;-10;10;1;0;0.644068;999000;2000;40;0;50;0;0;0.02;0.02;0.02;0.02;0;0.05;0.05;0;0;1000000;0.671456;0.00240131;-9.51714;0.0103016;0.605827;0.00254209;9.89154;0.00902066;0.962955;0.0022129;0;0;0;0;0;0;0;0;0;0;0;0.7052;0;2.948;7.052;0.644068;2.77556e-15;20.056;23.0;46.616;11.392;./sim_seasonal_tsd_19_03_2026_171640_1971
3617311214;sigmoidal;250;10;0.5;0.5;0;0;0.5;0.8;0.01;0.01;-10;10;1;0;0.644068;999000;2000;40;0;50;0;0;0.02;0.02;0.02;0;0.1;0.05;0.05;0;0;999050;0.633517;0.0010544;-8.08303;0.0062583;-1.0288;0.00572686;0;0;0.973914;0.00115253;5;0;0.016;0;0;0;0;0;4.528;5.472;1;1;0;0;10;0.644068;3.55271e-15;18.424;22.912;0.016;0.0;./sim_seasonal_tsd_19_03_2026_171640_777
1184334815;sigmoidal;250;10;0.5;0.5;0;0;0.8;0.5;0.01;0.01;-10;10;1;0;0.644068;999000;2000;40;0;50;0;0;0.02;0.02;0.02;0;0.1;0.05;0.05;0;0;999050;0.657794;0.00252197;9.75661;0.012279;-0.175692;0.0321289;0;0;0.928607;0.00820799;4.6912;0.519043;0;0.052;0;0;0;0;5.304;4.696;0;0;0;10;0;0.644068;3.55271e-15;20.132;17.216;0.0;0.052;./sim_seasonal_tsd_19_03_2026_171640_778
1214677529;sigmoidal;250;10;0.5;0.5;0;0;0.8;0.5;0.01;0.01;-10;10;1;0;0.644068;999000;2000;40;0;50;0;0;0.02;0.02;0.02;0.02;0;0.05;0.05;0;0;1000000;0.674827;0.002561;8.27242;0.0247285;0.61195;0.0031367;9.93462;0.00576048;0.972357;0.00143064;0;0;0;0;0;0;0;0;0;0;0;0.3156;0;6.844;3.156;0.644068;2.77556e-15;19.784;21.536;11.752;45.54;./sim_seasonal_tsd_19_03_2026_171640_1972
624021016;sigmoidal;250;10;0.5;0.5;0;0;0.5;0.8;0.01;0.01;-10;10;1;0;0.644068;999000;2000;40;0;50;0;0;0.02;0.02;0.02;0.02;0;0.05;0.05;0;0;1000000;0.669546;0.00258769;-9.03274;0.0215968;0.610139;0.00205812;9.88805;0.00730697;0.967798;0.00220934;0;0;0;0;0;0;0;0;0;0;0;0.6952;0;3.048;6.952;0.644068;2.77556e-15;23.416;20.68;47.468;10.448;./sim_seasonal_tsd_19_03_2026_171640_1973
1511685975;sigmoidal;250;10;0.5;0.5;0;0;0.8;0.5;0.01;0.01;-10;10;1;0;0.644068;999000;2000;40;0;50;0;0;0.02;0.02;0.02;0.02;0;0.05;0.05;0;0;1000000;0.652772;0.00268676;7.53916;0.0146811;0.600344;0.00275236;9.89585;0.00823348;0.964908;0.00227426;0;0;0;0;0;0;0;0;0;0;0;0.3144;0;6.856;3.144;0.644068;2.77556e-15;20.3;19.276;9.0;44.72;./sim_seasonal_tsd_19_03_2026_171640_1974
3669116636;sigmoidal;250;10;0.5;0.5;0;0;0.5;0.8;0.01;0.01;-10;10;1;0;0.644068;999000;2000;40;0;50;0;0;0.02;0.02;0.02;0.02;0;0.05;0.05;0;0;1000000;0.660734;0.00203651;-8.38872;0.0293762;0.612536;0.00158572;9.88502;0.0164658;0.97506;0.00150437;0;0;0;0;0;0;0;0;0;0;0;0.7336;0;2.664;7.336;0.644068;2.77556e-15;17.864;21.936;47.244;11.536;./sim_seasonal_tsd_19_03_2026_171640_1975
3000519603;sigmoidal;250;10;0.5;0.5;0;0;0.5;0.8;0.01;0.01;-10;10;1;0;0.644068;999000;2000;40;0;50;0;0;0.02;0.02;0.02;0;0.1;0.05;0.05;0;0;999050;0.683542;0.000440091;-8.11752;0.0251295;-0.741913;0.0232195;0;0;0.963542;0.00102541;5;0;0.032;0;0;0;0;0;4.276;5.724;1;1;0;0;10;0.644068;3.55271e-15;17.36;25.432;0.032;0.0;./sim_seasonal_tsd_19_03_2026_171640_779
3721001548;sigmoidal;250;10;0.5;0.5;0;0;0.8;0.5;0.01;0.01;-10;10;1;0;0.644068;999000;2000;40;0;50;0;0;0.02;0.02;0.02;0.02;0;0.05;0.05;0;0;1000000;0.663038;0.00275097;8.56552;0.0131248;0.612157;0.00133849;9.89158;0.0088946;0.968472;0.00172723;0;0;0;0;0;0;0;0;0;0;0;0.3188;0;6.812;3.188;0.644068;2.77556e-15;20.544;21.096;10.096;46.216;./sim_seasonal_tsd_19_03_2026_171640_1976
2730384901;sigmoidal;250;10;0.5;0.5;0;0;0.8;0.5;0.01;0.01;-10;10;1;0;0.644068;999000;2000;40;0;50;0;0;0.02;0.02;0.02;0.02;0;0.05;0.05;0;0;1000000;0.666031;0.00160976;9.50332;0.0125876;0.59955;0.00303411;9.90485;0.0110171;0.969992;0.00267969;0;0;0;0;0;0;0;0;0;0;0;0.3376;0;6.624;3.376;0.644068;2.77556e-15;20.152;21.868;10.556;48.54;./sim_seasonal_tsd_19_03_2026_171640_1978
4164570619;sigmoidal;250;10;0.5;0.5;0;0;0.5;0.8;0.01;0.01;-10;10;1;0;0.644068;999000;2000;40;0;50;0;0;0.02;0.02;0.02;0.02;0;0.05;0.05;0;0;1000000;0.666489;0.00316579;-9.90263;0.00965531;0.588092;0.00390525;9.95158;0.00276319;0.956732;0.00243551;0;0;0;0;0;0;0;0;0;0;0;0.6996;0;3.004;6.996;0.644068;2.77556e-15;21.156;19.524;46.136;11.364;./sim_seasonal_tsd_19_03_2026_171640_1979
1527696566;sigmoidal;250;10;0.5;0.5;0;0;0.8;0.5;0.01;0.01;-10;10;1;0;0.661017;999000;2000;40;0;50;0;0;0.02;0.02;0.02;0.02;0;0.05;0.05;0;0;1000000;0.682524;0.0032603;9.90323;0.00747954;0.593795;0.00242816;9.94184;0.00560309;0.9683;0.00174501;0;0;0;0;0;0;0;0;0;0;0;0.28;0;7.2;2.8;0.661017;4.16334e-15;21.732;22.764;8.1;48.744;./sim_seasonal_tsd_19_03_2026_171640_1982
2681526255;sigmoidal;250;10;0.5;0.5;0;0;0.5;0.8;0.01;0.01;-10;10;1;0;0.661017;999000;2000;40;0;50;0;0;0.02;0.02;0.02;0;0.1;0.05;0.05;0;0;999050;0.640372;0.00124295;-9.90552;0.00871453;0.329317;0.0206292;0;0;0.944967;0.000871808;5;0;0.016;0;0;0;0;0;4.52;5.48;1;1;0;0;10;0.661017;-2.77556e-15;18.944;23.588;0.016;0.0;./sim_seasonal_tsd_19_03_2026_171640_781
1935873862;sigmoidal;250;10;0.5;0.5;0;0;0.5;0.8;0.01;0.01;-10;10;1;0;0.661017;999000;2000;40;0;50;0;0;0.02;0.02;0.02;0.02;0;0.05;0.05;0;0;1000000;0.676792;0.0022624;-8.40318;0.00737099;0.598424;0.00218404;9.92225;0.00770458;0.971977;0.00181749;0;0;0;0;0;0;0;0;0;0;0;0.7604;0;2.396;7.604;0.661017;4.16334e-15;20.788;20.728;49.652;8.32;./sim_seasonal_tsd_19_03_2026_171640_1983
3941267956;sigmoidal;250;10;0.5;0.5;0;0;0.5;0.8;0.01;0.01;-10;10;1;0;0.661017;999000;2000;40;0;50;0;0;0.02;0.02;0.02;0;0.1;0.05;0.05;0;0;999050;0.650433;0.0053525;-8.59498;0.0225841;2.07186;0.00700657;0;0;0.927243;0.00350176;5;0;0.012;0;0;0;0;0;4.42;5.58;1;1;0;0;10;0.661017;-2.77556e-15;20.832;24.396;0.012;0.0;./sim_seasonal_tsd_19_03_2026_171640_785
3518844171;sigmoidal;250;10;0.5;0.5;0;0;0.8;0.5;0.01;0.01;-10;10;1;0;0.661017;999000;2000;40;0;50;0;0;0.02;0.02;0.02;0.02;0;0.05;0.05;0;0;1000000;0.67322;0.00210305;9.90685;0.00699592;0.600605;0.00208737;9.91998;0.00592474;0.971099;0.00200126;0;0;0;0;0;0;0;0;0;0;0;0.2788;0;7.212;2.788;0.661017;4.16334e-15;19.92;22.392;8.66;51.512;./sim_seasonal_tsd_19_03_2026_171640_1984
23418150;sigmoidal;250;10;0.5;0.5;0;0;0.8;0.5;0.01;0.01;-10;10;1;0;0.661017;999000;2000;40;0;50;0;0;0.02;0.02;0.02;0;0.1;0.05;0.05;0;0;999050;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;0;0;0;0;0;0;5.188;4.812;0;0;0;0;0;0.661017;-2.77556e-15;19.5;18.72;0.0;0.0;./sim_seasonal_tsd_19_03_2026_171640_786
1485973290;sigmoidal;250;10;0.5;0.5;0;0;0.5;0.8;0.01;0.01;-10;10;1;0;0.661017;999000;2000;40;0;50;0;0;0.02;0.02;0.02;0.02;0;0.05;0.05;0;0;1000000;0.685574;0.00215868;-9.86793;0.0125206;0.625213;0.00129529;9.89173;0.0127655;0.972567;0.0018174;0;0;0;0;0;0;0;0;0;0;0;0.7832;0;2.168;7.832;0.661017;4.16334e-15;22.584;20.18;49.256;7.676;./sim_seasonal_tsd_19_03_2026_171640_1985
2604794728;sigmoidal;250;10;0.5;0.5;0;0;0.8;0.5;0.01;0.01;-10;10;1;0;0.661017;999000;2000;40;0;50;0;0;0.02;0.02;0.02;0.02;0;0.05;0.05;0;0;1000000;0.676894;0.00528428;9.4351;0.0343165;0.589226;0.00369644;9.94453;0.00428141;0.96608;0.00239956;0;0;0;0;0;0;0;0;0;0;0;0.2688;0;7.312;2.688;0.661017;4.16334e-15;19.424;23.524;7.916;56.16;./sim_seasonal_tsd_19_03_2026_171640_1986
1011713741;sigmoidal;250;10;0.5;0.5;0;0;0.8;0.5;0.01;0.01;-10;10;1;0;0.661017;999000;2000;40;0;50;0;0;0.02;0.02;0.02;0.02;0;0.05;0.05;0;0;1000000;0.671457;0.00261982;9.79199;0.0298209;0.598948;0.00212536;9.89447;0.00780743;0.968682;0.00209756;0;0;0;0;0;0;0;0;0;0;0;0.2428;0;7.572;2.428;0.661017;4.16334e-15;19.416;20.108;8.952;47.548;./sim_seasonal_tsd_19_03_2026_171640_1988
4135303052;sigmoidal;250;10;0.5;0.5;0;0;0.5;0.8;0.01;0.01;-10;10;1;0;0.661017;999000;2000;40;0;50;0;0;0.02;0.02;0.02;0.02;0;0.05;0.05;0;0;1000000;0.676503;0.00274641;-9.79176;0.0384442;0.594045;0.0035669;9.91587;0.00456171;0.953218;0.00373076;0;0;0;0;0;0;0;0;0;0;0;0.7684;0;2.316;7.684;0.661017;4.16334e-15;18.1;22.04;49.36;9.096;./sim_seasonal_tsd_19_03_2026_171640_1989
1212780593;sigmoidal;250;10;0.5;0.5;0;0;0.8;0.5;0.01;0.01;-10;10;1;0;0.661017;999000;2000;40;0;50;0;0;0.02;0.02;0.02;0.02;0;0.05;0.05;0;0;1000000;0.668178;0.00197472;9.47606;0.0434267;0.60594;0.00202965;9.93019;0.00809493;0.967099;0.00188415;0;0;0;0;0;0;0;0;0;0;0;0.248;0;7.52;2.48;0.661017;4.16334e-15;20.68;19.268;8.144;49.188;./sim_seasonal_tsd_19_03_2026_171640_1990
1983494187;sigmoidal;250;10;0.5;0.5;0;0;0.5;0.8;0.01;0.01;-10;10;1;0;0.661017;999000;2000;40;0;50;0;0;0.02;0.02;0.02;0.02;0;0.05;0.05;0;0;1000000;0.681615;0.00312607;-9.32338;0.0458132;0.599439;0.00416654;9.78968;0.0117068;0.972335;0.00124486;0;0;0;0;0;0;0;0;0;0;0;0.746;0;2.54;7.46;0.661017;4.16334e-15;21.008;20.576;50.148;8.204;./sim_seasonal_tsd_19_03_2026_171640_1991
1396704366;sigmoidal;250;10;0.5;0.5;0;0;0.8;0.5;0.01;0.01;-10;10;1;0;0.661017;999000;2000;40;0;50;0;0;0.02;0.02;0.02;0.02;0;0.05;0.05;0;0;1000000;0.662511;0.00316245;8.82795;0.0225994;0.591672;0.00257422;9.86912;0.0153438;0.971117;0.00168831;0;0;0;0;0;0;0;0;0;0;0;0.2596;0;7.404;2.596;0.661017;4.16334e-15;22.256;20.476;8.648;47.264;./sim_seasonal_tsd_19_03_2026_171640_1992
2522731855;sigmoidal;250;10;0.5;0.5;0;0;0.5;0.8;0.01;0.01;-10;10;1;0;0.661017;999000;2000;40;0;50;0;0;0.02;0.02;0.02;0.02;0;0.05;0.05;0;0;1000000;0.668672;0.00276583;-8.84922;0.0211488;0.615814;0.00251052;9.94551;0.00330486;0.965143;0.00200008;0;0;0;0;0;0;0;0;0;0;0;0.8012;0;1.988;8.012;0.661017;4.16334e-15;19.232;19.704;50.084;8.324;./sim_seasonal_tsd_19_03_2026_171640_1993
3742054221;sigmoidal;250;10;0.5;0.5;0;0;0.5;0.8;0.01;0.01;-10;10;1;0;0.661017;999000;2000;40;0;50;0;0;0.02;0.02;0.02;0.02;0;0.05;0.05;0;0;1000000;0.660514;0.00280027;-7.8572;0.0145018;0.619548;0.00185804;9.9573;0.00267408;0.970166;0.0018363;0;0;0;0;0;0;0;0;0;0;0;0.7912;0;2.088;7.912;0.661017;4.16334e-15;19.816;21.064;55.732;7.924;./sim_seasonal_tsd_19_03_2026_171640_1995
4196913663;sigmoidal;250;10;0.5;0.5;0;0;0.5;0.8;0.01;0.01;-10;10;1;0;0.152542;999000;2000;40;0;50;0;0;0.02;0.02;0.02;0.02;0;0.05;0.05;0;0;1000000;0.64307;0.00221262;-8.96248;0.0188703;0.644304;0.00118064;9.95483;0.00369581;0.950577;0.00287663;0;0;0;0;0;0;0;0;0;0;0;0.5584;0;4.416;5.584;0.152542;-2.32453e-16;21.572;22.332;25.372;19.284;./sim_seasonal_tsd_19_03_2026_171640_1399
2432805284;sigmoidal;250;10;0.5;0.5;0;0;0.8;0.5;0.01;0.01;-10;10;1;0;0.152542;999000;2000;40;0;50;0;0;0.02;0.02;0.02;0.02;0;0.05;0.05;0;0;1000000;0.657598;0.00218673;8.53767;0.00659527;0.648041;0.00151758;9.85832;0.0114906;0.944535;0.00335867;0;0;0;0;0;0;0;0;0;0;0;0.466;0;5.34;4.66;0.152542;-2.32453e-16;19.092;20.996;19.4;24.364;./sim_seasonal_tsd_19_03_2026_171640_1400
2303148512;sigmoidal;250;10;0.5;0.5;0;0;0.5;0.8;0.01;0.01;-10;10;1;0;0.169492;999000;2000;40;0;50;0;0;0.02;0.02;0.02;0.02;0;0.05;0.05;0;0;1000000;0.643609;0.00142685;-9.45481;0.0303702;0.642221;0.00152235;9.93597;0.00503957;0.959016;0.0036037;0;0;0;0;0;0;0;0;0;0;0;0.4968;0;5.032;4.968;0.169492;-1.38778e-17;20.584;22.7;24.148;22.288;./sim_seasonal_tsd_19_03_2026_171640_1401
251831284;sigmoidal;250;10;0.5;0.5;0;0;0.8;0.5;0.01;0.01;-10;10;1;0;0.169492;999000;2000;40;0;50;0;0;0.02;0.02;0.02;0.02;0;0.05;0.05;0;0;1000000;0.64899;0.00229235;9.31111;0.0311795;0.644803;0.0014304;9.92364;0.00712276;0.937174;0.00367086;0;0;0;0;0;0;0;0;0;0;0;0.4612;0;5.388;4.612;0.169492;-1.38778e-17;18.888;20.684;19.616;26.236;./sim_seasonal_tsd_19_03_2026_171640_1402
3214807168;sigmoidal;250;10;0.5;0.5;0;0;0.5;0.8;0.01;0.01;-10;10;1;0;0.118644;999000;2000;40;0;50;0;0;0.02;0.02;0.02;0;0.1;0.05;0.05;0;0;1000000;0.658699;0.00202583;-9.27947;0.0212682;0.0243168;0.0156935;0;0;0.96473;0.0025916;4.8936;0.391879;0;0;0;0;0;0;0;0;0;0.4336;0;5.664;4.336;0.118644;-2.30718e-16;17.9;24.928;41.304;3.216;./sim_seasonal_tsd_19_03_2026_171640_145
865883411;sigmoidal;250;10;0.5;0.5;0;0;0.8;0.5;0.01;0.01;-10;10;1;0;0.169492;999000;2000;40;0;50;0;0;0.02;0.02;0.02;0.02;0;0.05;0.05;0;0;1000000;0.65012;0.0018953;8.65846;0.0164808;0.639973;0.00139951;9.92481;0.0108073;0.941242;0.00344078;0;0;0;0;0;0;0;0;0;0;0;0.5068;0;4.932;5.068;0.169492;-1.38778e-17;19.728;19.068;17.96;24.864;./sim_seasonal_tsd_19_03_2026_171640_1404
373166019;sigmoidal;250;10;0.5;0.5;0;0;0.5;0.8;0.01;0.01;-10;10;1;0;0.169492;999000;2000;40;0;50;0;0;0.02;0.02;0.02;0.02;0;0.05;0.05;0;0;1000000;0.628965;0.00305984;-8.82439;0.0255981;0.643416;0.00116732;9.92911;0.00713613;0.949376;0.00291243;0;0;0;0;0;0;0;0;0;0;0;0.5532;0;4.468;5.532;0.169492;-1.38778e-17;20.028;19.248;24.58;18.2;./sim_seasonal_tsd_19_03_2026_171640_1405
3070562090;sigmoidal;250;10;0.5;0.5;0;0;0.5;0.8;0.01;0.01;-10;10;1;0;0.169492;999000;2000;40;0;50;0;0;0.02;0.02;0.02;0.02;0;0.05;0.05;0;0;1000000;0.651099;0.0020145;-9.69032;0.0189683;0.644868;0.00156713;9.92433;0.00713457;0.948021;0.00325146;0;0;0;0;0;0;0;0;0;0;0;0.5248;0;4.752;5.248;0.169492;-1.38778e-17;18.164;20.836;23.604;22.332;./sim_seasonal_tsd_19_03_2026_171640_1407
972852899;sigmoidal;250;10;0.5;0.5;0;0;0.8;0.5;0.01;0.01;-10;10;1;0;0.118644;999000;2000;40;0;50;0;0;0.02;0.02;0.02;0;0.1;0.05;0.05;0;0;1000000;0.659188;0.00233455;8.5519;0.0142674;-0.280968;0.0177724;0;0;0.975194;0.0011122;4.8928;0.544508;0;0;0;0;0;0;0;0;0;0.516;0;4.84;5.16;0.118644;-2.30718e-16;20.064;20.544;2.328;40.816;./sim_seasonal_tsd_19_03_2026_171640_146
1200728609;sigmoidal;250;10;0.5;0.5;0;0;0.8;0.5;0.01;0.01;-10;10;1;0;0.169492;999000;2000;40;0;50;0;0;0.02;0.02;0.02;0.02;0;0.05;0.05;0;0;1000000;0.656918;0.00207829;8.47835;0.0185885;0.646801;0.00129085;9.94794;0.00480594;0.961623;0.0016262;0;0;0;0;0;0;0;0;0;0;0;0.5096;0;4.904;5.096;0.169492;-1.38778e-17;19.552;20.592;18.84;23.108;./sim_seasonal_tsd_19_03_2026_171640_1408
2241521085;sigmoidal;250;10;0.5;0.5;0;0;0.5;0.8;0.01;0.01;-10;10;1;0;0.169492;999000;2000;40;0;50;0;0;0.02;0.02;0.02;0.02;0;0.05;0.05;0;0;1000000;0.656893;0.00200131;-9.33734;0.00726839;0.653616;0.00145872;9.95353;0.00307709;0.952167;0.00345862;0;0;0;0;0;0;0;0;0;0;0;0.5372;0;4.628;5.372;0.169492;-1.38778e-17;19.616;21.076;24.744;21.216;./sim_seasonal_tsd_19_03_2026_171640_1409
1388781550;sigmoidal;250;10;0.5;0.5;0;0;0.8;0.5;0.01;0.01;-10;10;1;0;0.169492;999000;2000;40;0;50;0;0;0.02;0.02;0.02;0.02;0;0.05;0.05;0;0;1000000;0.651656;0.00229826;8.68739;0.0149528;0.649083;0.00167124;9.91891;0.00414632;0.942695;0.00419678;0;0;0;0;0;0;0;0;0;0;0;0.4696;0;5.304;4.696;0.169492;-1.38778e-17;21.16;19.412;16.688;26.344;./sim_seasonal_tsd_19_03_2026_171640_1410
